practice_group,practice,region,office,city,state,final_url,displayed_phone,kw_test_url
"injury","Truck Accident","Orange County","Irvine","Santa Ana","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-ana/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-ana/?kw={keyword}"
"injury","Truck Accident","Orange County","Irvine","Huntington Beach","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/huntington-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/huntington-beach/?kw={keyword}"
"injury","Truck Accident","Orange County","Irvine","Costa Mesa","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/costa-mesa/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/costa-mesa/?kw={keyword}"
"injury","Truck Accident","Orange County","Irvine","Newport Beach","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/newport-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/newport-beach/?kw={keyword}"
"injury","Truck Accident","Orange County","Irvine","Mission Viejo","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/mission-viejo/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/mission-viejo/?kw={keyword}"
"injury","Truck Accident","Orange County","Irvine","Lake Forest","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/lake-forest/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/lake-forest/?kw={keyword}"
"injury","Truck Accident","Orange County","Irvine","Tustin","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/tustin/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/tustin/?kw={keyword}"
"injury","Truck Accident","Orange County","Orange (office)","Orange","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/orange/","(714) 386-1747","https://results.wilshirelawfirm.com/truck-accident-lawyer/orange/?kw={keyword}"
"injury","Truck Accident","Orange County","Orange","Anaheim","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/anaheim/","(714) 386-1747","https://results.wilshirelawfirm.com/truck-accident-lawyer/anaheim/?kw={keyword}"
"injury","Truck Accident","Orange County","Orange","Garden Grove","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/garden-grove/","(714) 386-1747","https://results.wilshirelawfirm.com/truck-accident-lawyer/garden-grove/?kw={keyword}"
"injury","Truck Accident","Orange County","Orange","Fullerton","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/fullerton/","(714) 386-1747","https://results.wilshirelawfirm.com/truck-accident-lawyer/fullerton/?kw={keyword}"
"injury","Truck Accident","Orange County","Orange","Westminster","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/westminster/","(714) 386-1747","https://results.wilshirelawfirm.com/truck-accident-lawyer/westminster/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Riverside (office)","Riverside","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/riverside/","(951) 557-6087","https://results.wilshirelawfirm.com/truck-accident-lawyer/riverside/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Riverside","Moreno Valley","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/moreno-valley/","(951) 557-6087","https://results.wilshirelawfirm.com/truck-accident-lawyer/moreno-valley/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Riverside","Corona","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/corona/","(951) 557-6087","https://results.wilshirelawfirm.com/truck-accident-lawyer/corona/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Riverside","Temecula","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/temecula/","(951) 557-6087","https://results.wilshirelawfirm.com/truck-accident-lawyer/temecula/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Riverside","Murrieta","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/murrieta/","(951) 557-6087","https://results.wilshirelawfirm.com/truck-accident-lawyer/murrieta/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Riverside","Hemet","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/hemet/","(951) 557-6087","https://results.wilshirelawfirm.com/truck-accident-lawyer/hemet/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Ontario (office)","Ontario","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/ontario/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/ontario/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Ontario","San Bernardino","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-bernardino/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-bernardino/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Ontario","Fontana","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/fontana/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/fontana/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Ontario","Rancho Cucamonga","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/rancho-cucamonga/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/rancho-cucamonga/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Ontario","Pomona","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/pomona/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/pomona/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Ontario","Chino","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/chino/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/chino/?kw={keyword}"
"injury","Truck Accident","Inland Empire","Ontario","Rialto","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/rialto/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/rialto/?kw={keyword}"
"injury","Truck Accident","San Diego","San Diego (office)","San Diego","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-diego/","(619) 257-2818","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-diego/?kw={keyword}"
"injury","Truck Accident","San Diego","San Diego","Chula Vista","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/chula-vista/","(619) 257-2818","https://results.wilshirelawfirm.com/truck-accident-lawyer/chula-vista/?kw={keyword}"
"injury","Truck Accident","San Diego","San Diego","Oceanside","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/oceanside/","(619) 257-2818","https://results.wilshirelawfirm.com/truck-accident-lawyer/oceanside/?kw={keyword}"
"injury","Truck Accident","San Diego","San Diego","Escondido","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/escondido/","(619) 257-2818","https://results.wilshirelawfirm.com/truck-accident-lawyer/escondido/?kw={keyword}"
"injury","Truck Accident","San Diego","San Diego","El Cajon","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/el-cajon/","(619) 257-2818","https://results.wilshirelawfirm.com/truck-accident-lawyer/el-cajon/?kw={keyword}"
"injury","Truck Accident","San Diego","San Diego","Carlsbad","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/carlsbad/","(619) 257-2818","https://results.wilshirelawfirm.com/truck-accident-lawyer/carlsbad/?kw={keyword}"
"injury","Truck Accident","San Diego","San Diego","National City","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/national-city/","(619) 257-2818","https://results.wilshirelawfirm.com/truck-accident-lawyer/national-city/?kw={keyword}"
"injury","Truck Accident","Central Valley","Bakersfield (office)","Bakersfield","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/bakersfield/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/bakersfield/?kw={keyword}"
"injury","Truck Accident","Central Valley","Bakersfield","Delano","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/delano/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/delano/?kw={keyword}"
"injury","Truck Accident","Central Valley","Fresno (office)","Fresno","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/fresno/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/fresno/?kw={keyword}"
"injury","Truck Accident","Central Valley","Fresno","Clovis","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/clovis/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/clovis/?kw={keyword}"
"injury","Truck Accident","Central Valley","Fresno","Visalia","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/visalia/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/visalia/?kw={keyword}"
"injury","Truck Accident","Central Valley","Fresno","Madera","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/madera/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/madera/?kw={keyword}"
"injury","Truck Accident","Central Valley","Modesto (office)","Modesto","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/modesto/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/modesto/?kw={keyword}"
"injury","Truck Accident","Central Valley","Modesto","Stockton","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/stockton/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/stockton/?kw={keyword}"
"injury","Truck Accident","Central Valley","Modesto","Turlock","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/turlock/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/turlock/?kw={keyword}"
"injury","Truck Accident","Central Valley","Modesto","Merced","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/merced/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/merced/?kw={keyword}"
"injury","Truck Accident","Sacramento & Northern California","Sacramento (office)","Sacramento","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/sacramento/","(916) 957-0598","https://results.wilshirelawfirm.com/truck-accident-lawyer/sacramento/?kw={keyword}"
"injury","Truck Accident","Sacramento & Northern California","Sacramento","Elk Grove","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/elk-grove/","(916) 957-0598","https://results.wilshirelawfirm.com/truck-accident-lawyer/elk-grove/?kw={keyword}"
"injury","Truck Accident","Sacramento & Northern California","Sacramento","Roseville","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/roseville/","(916) 957-0598","https://results.wilshirelawfirm.com/truck-accident-lawyer/roseville/?kw={keyword}"
"injury","Truck Accident","Sacramento & Northern California","Sacramento","Folsom","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/folsom/","(916) 957-0598","https://results.wilshirelawfirm.com/truck-accident-lawyer/folsom/?kw={keyword}"
"injury","Truck Accident","Bay Area","Oakland (office)","Oakland","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/oakland/","(510) 391-4877","https://results.wilshirelawfirm.com/truck-accident-lawyer/oakland/?kw={keyword}"
"injury","Truck Accident","Bay Area","Oakland","Berkeley","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/berkeley/","(510) 391-4877","https://results.wilshirelawfirm.com/truck-accident-lawyer/berkeley/?kw={keyword}"
"injury","Truck Accident","Bay Area","Oakland","Hayward","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/hayward/","(510) 391-4877","https://results.wilshirelawfirm.com/truck-accident-lawyer/hayward/?kw={keyword}"
"injury","Truck Accident","Bay Area","Oakland","Fremont","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/fremont/","(510) 391-4877","https://results.wilshirelawfirm.com/truck-accident-lawyer/fremont/?kw={keyword}"
"injury","Truck Accident","Bay Area","Oakland","Richmond","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/richmond/","(510) 391-4877","https://results.wilshirelawfirm.com/truck-accident-lawyer/richmond/?kw={keyword}"
"injury","Truck Accident","Bay Area","Oakland","Concord","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/concord/","(510) 391-4877","https://results.wilshirelawfirm.com/truck-accident-lawyer/concord/?kw={keyword}"
"injury","Truck Accident","Bay Area","San Francisco (office)","San Francisco","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-francisco/","(628) 895-2682","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-francisco/?kw={keyword}"
"injury","Truck Accident","Bay Area","San Francisco","San Jose","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-jose/","(628) 895-2682","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-jose/?kw={keyword}"
"injury","Truck Accident","Bay Area","San Francisco","Daly City","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/daly-city/","(628) 895-2682","https://results.wilshirelawfirm.com/truck-accident-lawyer/daly-city/?kw={keyword}"
"injury","Truck Accident","Bay Area","San Francisco","San Mateo","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-mateo/","(628) 895-2682","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-mateo/?kw={keyword}"
"injury","Truck Accident","Ventura & Central Coast","Oxnard (office)","Oxnard","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/oxnard/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/oxnard/?kw={keyword}"
"injury","Truck Accident","Ventura & Central Coast","Oxnard","Ventura","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/ventura/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/ventura/?kw={keyword}"
"injury","Truck Accident","Ventura & Central Coast","Oxnard","Thousand Oaks","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/thousand-oaks/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/thousand-oaks/?kw={keyword}"
"injury","Truck Accident","Ventura & Central Coast","Oxnard","Simi Valley","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/simi-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/simi-valley/?kw={keyword}"
"injury","Truck Accident","Ventura & Central Coast","Oxnard","Santa Barbara","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-barbara/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-barbara/?kw={keyword}"
"injury","Truck Accident","Nevada","Las Vegas (office)","Las Vegas","NV","https://results.wilshirelawfirm.com/truck-accident-lawyer/las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/las-vegas/?kw={keyword}"
"injury","Truck Accident","Nevada","Las Vegas","Henderson","NV","https://results.wilshirelawfirm.com/truck-accident-lawyer/henderson/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/henderson/?kw={keyword}"
"injury","Truck Accident","Nevada","Las Vegas","North Las Vegas","NV","https://results.wilshirelawfirm.com/truck-accident-lawyer/north-las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/north-las-vegas/?kw={keyword}"
"injury","Truck Accident","Nevada","Las Vegas","Summerlin","NV","https://results.wilshirelawfirm.com/truck-accident-lawyer/summerlin/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/summerlin/?kw={keyword}"
"injury","Motorcycle Accident","Statewide","—","California","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/","(800) 522-7274","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/?kw={keyword}"
